Tweet	Runnynose
中国で、鳥から新型のインフルエンザに感染して死んだ人が出てた筈だけれど、日本では検査キットとかちゃんとあるんだろうか？ニュースやってる割に管理の体制どうなってんのか全然わかんない。	0
鳥インフルエンザの検査って何分くらいかかるんだろ。	0
大変だ、この強い関節の痛みと怠さは尋常じゃないって言うもんだから、病院に付き添いで行ったらただの風邪だったらしい。君の気まずそうな顔見ると笑っちゃいそう。	0
そろそろインフルの季節だね。	0
花粉症対策に何がいいのか考えています。	0
体調が悪すぎて、咳が止まる気がしない。	0
咳・痰を抑える薬って何があるか知ってる？	0
東京のアスファルトから上がる熱は耐えられない。	0
テレビのニュースで、東京で熱が出る感染症がはやってるって言ってたけど誰かかかった人いる？	0
花粉症対策にメガネ買った。	1
妻が花粉症をこじらせて微熱	1
やっと鼻水止まって嬉しい。	0
風邪で頭ぼーっとする。	0
激しい頭痛のため早退して帰るわ。	0
犬も鼻風邪になっちゃうなんてびっくり！	0
久しぶりに東京に行って遊びすぎた。楽しかったけど鼻風邪ひいた。	1
祖母が作ったそぼろ丼のせいで下痢になってしまった。	0
高熱だし咳も出るし大変だぁ	0
花粉症のせいでずっと微熱でぼーっとしてる。眠い。	1
下痢になって去年ネパール行ったの思い出した	0
昨日学童の子供たちと戯れてたけど、鼻風邪の子が結構多かった。	1
インフルが回復してきてだいぶ元気になった！けどあと２日は外出禁止なんだよな。	0
花粉症だと思ってたら、微熱が出てきて風邪だと判明！間違えることもあるんですね。	1
ここまで花粉症の症状がヒドいのは久し振りだ。	1
頭痛以外はきついところはない。	0
この忙しい時期に風邪をひくなんて最悪だ！	0
娘が熱出して鼻水ズルズルだったから学校を休ませた、本人は謎の歌を歌っていて元気そう	1
頭痛対策誰か教えて！	0
鼻づまり解消方法、だれか教えて。	1
鼻づまりに苦しんでいる人にとって犬は癒される。	1
本格的な風邪をひいたみたい。最悪だ。	0
兄がインフルかかった、気をつけなきゃー。	0
熱があるので仕事は休む、絶対行かない	0
インフルエンザの季節だから、体調管理には気をつけないと。	0
熱もまだ残ってるし鼻水も出続ける。今日も仕事を休むしかないか。	1
携帯熱い、誰か助けて！	0
誰でも熱はつらいものです。	0
急募、頭痛に対する効果的な対策。	0
疲れた。花粉症もうやだ	1
中国でインフルが流行ってるみたい。	0
今月中に契約を取らなきゃいけない。ほんと頭痛の種だ。	0
仕事も失敗続きで、嫁ともケンカばかり。おまけに謎の熱がとまらない。	0
祖母の家で食べた丼が当たって下痢。	0
秋の花粉症のつらい。対策に時間が取られる	1
風邪薬飲んだけど咳止まらない。腹筋が痛い。	0
犬も鼻づまりになるのかな。	0
花粉症、マジ疲れる。鼻かみすぎて痛む。中国の黄砂も来てるんじゃねぇの？	1
下痢になったから薬使うか・・・	0
咳しすぎて、腹筋バキバキ。	0
風邪でだるいし頭ぼーっとする。これで明日学校休めるわ。	0
ツイッターだけでなくブログでも鼻水・鼻づまり情報発信中。	1
インフルエンザにかかってご飯作ることができない。	0
昨日から急に涼しくなったせいか、今少し熱あるかもも。季節の変わり目は体調崩しやすいよね。	0
早くも花粉症の症状が出てまいりました	1
鼻づまり解消のハウツー本を読んだけど、どれも胡散臭い。ネットのブログとかにも眉唾ものの民間療法がわんさかあるし、病院行ってちゃんと医師の診断を受けようかな？	1
風邪の解熱薬が新しく科学者たちに開発されたらしい。	0
謎の発熱。他は元気なんだけどな〜。病院いっといたほうがいいのかな。	0
最近ちょっとお腹痛い、下痢気味です。	0
三日くらい放置した肉丼食べたら下痢起こした	0
風邪は科学の力では治せないらしいから、強い体を作っておくのが大事だよ。	0
妻が微熱と花粉症でぐったり気味。	1
鼻づまりやばい。今日中になんとかならないかな	1
すごい頭痛やだ、だるい、やばい。	0
お腹痛い。トイレ行ったらほとんど水の下痢ピーだった。ちょっとなんなのこれってレベル。	0
最近携帯が熱持っちゃう。そろそろ買い替えの時期だ。	0
鼻づまり解消する薬求む。	1
鼻水が止まるのが先か電車が運転再開するのが先か。	1
祖母が下痢気味のようで何度もトイレにかけこんでいて爆笑してしまった。ごめん。笑	0
この契約が上手くいかないのは頭痛の種でしかない。	0
花粉症に効果がある薬なんてあるのかねぇ	0
頭痛のときもお風呂に入っていいんだっけ？	0
インフルエンザに友達がかかったから、私も検査しにいかなくちゃ。	0
頭痛に鼻水、これって風邪？	1
鼻風邪かなと思ってたけど、頭痛もしてきたから今日は休むことにしよう。	1
バカ弟。熱出てるから部屋にこもれや	0
携帯使いすぎて熱帯びすぎ・・・やけどしそう。	0
友人に、風邪ひいて大変だな、って言われたから、クラスで最初にひいたの君じゃないの？、って言ったら逃げられた。笑	0
風邪をひいた。症状は痰と高熱。	0
なんかわざとらしく咳をしているひとがいるんだけど	0
今日デートなのに風邪とか最悪だ・・・	0
集団で下痢になった事件を思い出したわ	0
今年二回目のインフルになったんだけど、これって原発事故による放射能で体力落ちちゃったのが原因じゃねぇの？	0
ブログ更新しました！風邪の予防にはアレが一番！	0
水みたいな鼻水が出る。まるで花粉症。	1
山田君が風邪をひくなんて大変だ！	0
頭痛のときは音楽とかは聴くのやめた方がいいのかな・・・	0
頭痛対策にちゃんと薬飲もう。	0
鼻水の解消なんてどこ吹く風とばかりに、外で犬と戯れるのが大好きだ。	1
インフルのワクチンって打たなきゃダメなの？	0
感染しても熱が出ないなら大丈夫	0
鼻水ダラダラに熱４０度。お腹は下すは体ボロボロ。	1
熱があるが仕事は休めない。	0
咳が寝ても一向に止まることはないー。	0
インフルエンザのワクチンまだ余ってるかな？	0
朝から頭痛がやばい。昨日飲みすぎたのかな。	0
朝目が覚めた途端に頭痛がくるとか、最悪ですわ	0
頭痛で頭が曲がりそう	0
こんな激しい頭痛久し振りで、だるいしさっき帰ってきた。	0
花粉症で鼻水がつらい。微熱もあるし。	1
痰に血が混じってきもい	0
痰が混じる咳がひどいと胸が痛くなる。	0
犬が鼻水垂らしてるのが可愛くて思わず写真撮ってしまった。	0
最近、やばい、下痢なんだけど・・・。	0
外出先で握手をした人がインフルエンザにかかってたらしいんだけど、どうしよう。	0
薬が効いて熱が収まってやっと眠れる。	0
鼻づまりの症状が解消されたから、東京を散歩してきたよ。散歩してると、自分が大好きなシーンに出会えるのがいいよね。キレイな風景とか、親子の会話とか。	0
嫁が熱のため今日のお弁当無しです。残念だな	0
風邪のせいかなんか鼻づまりで呼吸止まりそう。	1
朝から頭痛がやばい、もう一回寝る。	0
明日テストだし頭痛だしやばい。	0
頭痛が本当にきついんだけど、いい対策あったら教えて！	0
咳をし過ぎると胸と腹筋の辺りにひどい痛みが出るっぽい。	0
下痢の時にサッカーするとやばい。	0
下痢って英語でなんて言うのかな？	0
祖母が下痢だって言ってトイレから出てこない。トイレ行きたいよ〜	0
花粉症の予防注射打ったんだけど効果なし。	1
遂に花粉症になったっぽい。	1
咳しすぎて頭いたい。風邪なのかな〜	0
おたふく風邪に大人になってはじめてひいたけど、これたしかやばいやつなんだよねぇ！	0
鼻風邪をすぐに直すのは無理だ。	1
風邪のため、今は気分、最悪だ。	0
鼻水が止まらないので会社休みたい。	1
鳥インフルエンザ、マジ危機だ。	0
咳が出ているときは、エチケットとしてマスクが必要だ。	0
中国にいた時は花粉症ならなかったのに再発したー！	1
風邪で体がだるいんだよね。	0
熱に鼻水に頭痛に誰か助けてー	1
インフルかかったから部活はもちろん休むよ。	0
朝から激しく頭痛だったが会社行ったけどさっきやばくてソロソロと帰宅した。	0
朝寒いと思ったら下痢だった。お腹痛い。	0
早めに頭痛薬を飲むことが必要だ。タイミングを逸すると苦痛が続く。	0
頭痛の症状がどんなかを相手に伝えるのって難しい。	0
風邪だと思ってたら、まさかの花粉症の診断。	1
咳止め薬の副作用で頭が痛い。	0
朝は頭痛だったけどソロソロ出勤しましょうかね。	0
熱が出てるけど、コンペあるからまだ休むわけにはいかない。	0
熱が最近頻繁に出てるけど、感染してるんかな。	0
風呂上がりに髪乾かさなかったからか、軽く頭痛がする	0
季節柄ぜんぜん風邪が治らない。まだ熱が３９度もあるや。	0
早くも花粉症にやられて本当に疲れる。	1
花粉症対策にスパイスが効くらしい。今からカレー食べたら来春は楽になるのかな。	0
頭痛対策には音楽を聴くとか宇宙に思いを馳せて天体観測をするなどのリラックスも必要だと思うんだ。	0
最近、寒いとすぐ下痢する。	0
早くも花粉症の症状が！	1
風邪で最悪だよ。頭も微妙だ。怖いわ	0
風邪でだるいので、早く休みたい。	0
くしゃみだけじゃなく寒気もしてきたから風邪かも。	0
ただの風邪かと思ったらおたふく風邪だった・・・	0
頭痛って頭をきついもので締め付けられる感覚だよね。	0
咳がでると腹筋マジ痛いし。	0
風邪を治すのに役立つブログってどれですか。	0
熱でリンパが腫れててつらいよ	0
下痢って英語で何て言うのかな。	0
祖母の下痢が続いてて心配。	0
今朝の通勤電車で咳エチケットができていない女性がいてすごく嫌な気持ちになった	0
なんか風邪引いたかも。頭痛いし鼻水止まらない。	1
英語の試験の前に急にお腹が痛くなった。あわててトイレに駆け込んだら下痢だった。家に帰って祖母におかゆを作ってもらった。	0
頭痛でだるすぎる。明日、医師に相談してくるわ。	0
鳥インフルエンザにかかった、最悪	0
インフル流行で部活中止	0
君の風邪は科学的に説明できない。	0
東京で感染が広がってるってニュースがやってたけど、とうとう僕も熱が出ちゃった。	0
来春は花粉症対策が例年よりさらに必要ですよ。	0
頭痛以外の症状はありません。	0
風邪から復活！体調完璧だ！	0
花粉症はくしゃみが止まらなくて疲れる・・・。	1
最近ストレスが溜まっているので下痢と便秘を繰り返しているのでなんとかならないかな。	0
頭痛がしているので帰ることにする。	0
鼻水がやばいので今日は休む。	1
ところであの音楽聴いてると苦痛。頭痛がしてくるわ。	0
鳥インフルが流行する。	0
わざとらしい咳をするな。	0
休めるといいな。風邪で今一調子出ず。	0
朝から頭痛が激しくやばい	0
友達はワクチン注射をしたのにインフルエンザにかかったらしい。	0
弟がお腹にくるタイプの風邪を引いてて、熱もあるしお弁当も食べれないっぽくて心配・・・	0
熱は下がったけどなかなか咳が治らない。	0
風邪薬飲んでから眠い	0
熱は引いたけど鼻水だらだら・・・今日は家でゆっくり休もう	1
いつも読んでるブログの子が風邪らしくて大変だ。	0
誰が巫女に熱あげているって？	0
契約のことを考えると頭痛がしてくる。	0
咳と同時に頭が痛い。	0
風邪引いて体温も結構高いから学校休める、完璧だわ、でも体だるいし参るな・・・	0
満を持して薬飲んだら鼻づまりだけになって、なんか頭痛いのも良くなった。	1
風邪ひいてて解熱剤飲んだんだけど効かねー。	0
鼻づまりに効く薬がほしいっす	1
また中国で鳥インフルだってさ	0
犬の鼻水の写真をブログに載せていた。	0
インフルエンザの季節だ。	0
遂に花粉症の季節がやってきた	0
風邪だと頭がぼーっとして寒気もしない？	0
鼻水と熱が。お腹も痛いし首のリンパも腫れている。	1
先週兄がインフルエンザにかかったが、今は元気に回復している。	0
今日下痢でトイレから動けなくてやばい。	0
外出するときはインフルエンザの予防を兼ねてマスクをしています。	0
受験生の兄がインフルエンザにかかってしまったらしい。	0
インフルの検査痛かった〜。	0
わざとらしい咳は、最悪だ。	0
朝起きたら下痢気味でやばい	0
今日は朝から頭痛くて、もうさっさと風呂入って寝ようと思ってたのに電車遅れてまだ帰宅できてなーい。	0
鳥インフルは防ぎようがない。	0
手洗いは欠かさなかったのに風邪で痰が絡むような咳が出て抑えるのが大変だ。	0
ブログに書くことが鼻水がひどいことくらいしかない。	1
咳のときはちゃんと口を抑えるのがエチケットだろ	0
やばい下痢が止まらない。	0
高熱で動けない。誰か助けて・・・	0
ひどい下痢、毒でも盛られたに違いない	0
スペイン風邪が流行ったら大変だ。	0
犬と戯れると、鼻風邪になる。何でだ？	1
うがい手洗いして咳や喉の痛みを治したい。	0
やばい鼻水が止まらない、今日は休む	1
やばい、今日テストなのに下痢になった。	0
インフルザエンザの季節が来てしまった。	0
風邪でだるいときに限って、仕事が忙しい。	0
咳で寝不足で疲れる。	0
犬の散歩にでたら鼻風邪引いて来た	1
風邪は治ったはずなのに、鼻水だけまだ出続けてる。これって花粉症？	1
人に向かって咳するとかエチケットの観念ないの	0
こんな激しい頭痛は久し振りだ。もう帰宅します。	0
リンパが腫れ上がって熱が出た。	0
寒いし下痢だし仕事がはかどらないでござる。	0
笑っちゃいけないところで笑ってしまって、咳でごまかしたらわざとらしいと言われた。	0
季節的に感染症に掛かる確率が高いから、熱があるようなら誰かに移す前に病院に行こうよ。	0
鼻風邪引いてるのにプールとか無理だ。	1
誰でもいいから花粉症の療法を発明してくれー	1
体中の体液が鼻水になってる気分だわ	1
日本に帰ってきてから下痢がとまらん。	0
インフルエンザで寝込んでたんだけれど、一晩寝たら大分回復してよかった。	0
咳がひどくて腹筋が痛い。	0
完治したと思ったらまさかの花粉症再発。久し振りに鼻水との戦いが始まる。	1
熱こじらせた。さっきテレビのニュースで厚労省が言ってたやばいウイルスに感染したかも。	0
咳がひどすぎて頭がぼーっとする。	0
インフルエンザって鳥にもかかるんだね。	0
ところで頭痛がひどいし体がきついんだけど、どうしたらいいかな。	0
いい翻訳ができないことが頭痛の種だ。	0
頭痛やばいから軽く寝る。	0
風邪でだるいけど仕事を休めるか微妙だ。	0
兄ちゃん、インフルになっちゃったみたい	0
やばい、本格的な風邪引いた。寒気が酷いし参るな。	0
鼻水が出てるときはカラオケは無理だ。	1
こんなにひどい頭痛は、久し振りだ・・・。	0
風邪のひき始めっぽいから休めるうちに休んどこう。	0
鼻風邪がつらかったから、柔らかいティッシュが嬉しい。	1
問題は熱っぽいってことだ	0
頭痛の相手は間違いなく元カレ	0
下痢って英語でなんていうかわからない。知りたくもない。	0
鼻水垂らしている赤ちゃんの写真は可愛い。	0
熱が出てるけど、テレビで見たインフルエンザかもね。	0
こどもが小さいからインフルエンザのワクチンを打ちに行こう。	0
とりあえず頭痛を治すことが必要だ。	0
東京に来てから鼻づまりが治った。	0
鼻水が奥にたまって頭が痛くなってきた。	1
テレビで厚労の人が熱とか感染の問題について話してた。	0
兄がインフルエンザになったから外出できなくなっちゃった。	0
医者が間違えて花粉症だって診断しやがった。	1
風邪が一発で治る新薬を開発してほしい。病気がちな私には有難いんだけど。	0
医師に寝ろと言われたけど、ゲームしてたら頭痛がしてきた。	0
鼻風邪を引いたとかで久し振りに東京の娘から着信があったのが嬉しい。	0
昨日から痰が出てテンションが下がる。	0
熱が流行ってるってテレビでやってたね	0
頭痛ひどいから今日こそ早く帰る！	0
インフルっぽいのは昨晩外出したのが原因かも。	0
腹が痛くてトイレに駆け込む。下痢だよ。これ、絶対昨日の激辛料理のせいだ。	0
中国でも同様に鳥インフルエンザが流行っているんだって。	0
おたふく風邪がブームになるらしい？	0
花粉症対策の薬や治療法が増えてるけど本当に効くのかな？	0
娘が風邪を引いて、熱を出したから学校を休んだようだ。リンパも腫れていて、嫁が休む暇もなくつきっきりで看病している。	0
電車で隣に座ってる人、手で抑えず痰が絡むような咳をしてる。迷惑。	0
外出するとインフルエンザになりそうで怖い。	0
うちの犬が鼻水を出してた。	0
ワクチンを打ったはずなのに、インフルにかかったんだけど。	0
風邪ひいて鼻づまりやばい	1
ネパール行って下痢が止まらなかったの思い出した	0
一人暮らしの風邪大変だって聞いてたけど想像超えてきた	0
鼻水もう無理だからから薬買ってきた。ねむい。	1
風邪引いたし会社休めるって発想やばいよな	0
咳がひどいなと思っていたら、週末高熱を出して寝込んでしまった。	0
秋の花粉症も結構きびしい	0
朝、頭痛がしてやばいと思った。	0
痰は止まったし、熱も下がった。そろそろ腹筋再開しようかな。	0
早くも花粉症が再発です。	1
インフルエンザのワクチンって高くない？もっと安く打てる保険体制にしてよ。	0
花粉症の薬処方されたけど副作用で眠くて仕方ない。	1
初期の風邪で強い解熱剤使うと逆にやばいよ？	0
インフルの熱で兄の背中が真っ赤になっていた。	0
鳥インフルエンザが中国で猛威を奮っている。	0
風邪くらいでは休めないと思って出社するからみんなにうつるんだ。	0
熱が出ているうちは、まだ仕事休んだらいいのに	0
おたふく風邪だってさ。ひょっとこもあるの？	0
集団食中毒で下痢になったことなんて思い出したくもない。	0
今朝テレビでやってたけど最近デング熱が問題になっているらしい。俺も感染しないか心配だわ。	0
寒いからか朝からずっとお腹が痛い。下痢かもしれないけど今日立ち仕事だ。	0
インフルにかかるとやたら喉が渇く。ポカリがぶ飲みしとけばいずれ回復するかな。	0
沢山の人がインフルになっている。部活の先生もかかったみたい。	0
軽い気持ちでブログに風邪のこと書いたら本気で心配された。	0
今年は花粉が少ないみたいだけど、重度の花粉症患者からすれば花粉量の多少の増減なんてたいして意味ないよね。	0
インフルエンザにかかると背中が痛くなるって本当？	0
やたらと咳が出るのは大事だよね。	0
彼はさっき頭痛がするとかで帰宅しました。医師にお風呂には入らないでと言われたので早く寝る方がいいね。	0
インフルエンザだと背中が寒く感じるらしい。	0
インフルエンザって海老もなるの？	0
鼻風邪と頭痛がやばい。	1
インフルエンザになって部活のみんなから爆笑されたよ	0
花粉症のためか鼻が痛む。	1
インフルに負けない体を作るぞー。	0
痰飲むの汚すぎでしょ。	0
花粉症対策いろいろあるけどどれが一番効果あるのかな。	0
風邪のせいで頭がぼーっとしている。	0
インフルにかかる前にワクチン受けにいかないとな。	0
軽く鼻風邪ひいてるけど東京行きは決行！	1
絶対使わない英語１００選、みたいな本で下痢が書かれてたんだけど、なんて言うんだか忘れてめっちゃ気になる！	0
昼から頭痛、風邪っぽい。	0
痰を間違って飲むと気持ち悪くて微妙だよ。	0
咳止まらないのにマスクをしない奴はエチケットがなっていない	0
風邪でぼーっとして何も頭に入らないよ。	0
妻が花粉症らしく、つらそうだ。	1
隣の人がわざとらしい咳して降りてったんだけど、何だったんだろ？	0
花粉症で学校休む奴は少ないよな。	0
頭がガンガンするし、鼻水もだらだらでる。明日は学校休む。	1
インフルエンザワクチンは毎年予想株で作られる。	0
多分鼻風邪を引いたんだけど、薬を忘れてしまった・・・	1
最近のうちの犬の鳴き声が変なんだけど、鼻風邪ひいたのかな。	0
鳥インフルが中国で発生した。	0
思い出すだけであの時下痢をこらえられなかったら今頃どうなってたころやらと不安になるな、、、	0
ところで花粉症の画期的な対策ってないの？毎年つらすぎるよ。	1
東京に帰って来たら鼻水止まらね〜	1
頭痛のときに大きな音を聞くのは苦痛でしかない。	0
熱でてリンパ腫れまくり	0
妻が風邪っぽいって言ってた心配して病院行ったら花粉症だった、ついに夫婦揃って花粉症デビューか。	1
風邪を引いたのはおたふく以来だ・・・	0
鼻水も体液の一部なのか。	1
最近ちょっと腹が痛いといつも下痢だ。	0
だるいし頭が痛い本格的な風邪っす	0
うちの犬、鼻水と鼻づまりが一緒にきてる感じがするんだけど	0
インフルの季節だ。今年のはやばいらしい。	0
下痢っぽい症状で起きたよ	0
犬と戯れると鼻水が止まらなくなる。	1
娘、熱なのに仕事休めないらしい、謎	0
インフルエンザの季節だ	0
今日学校だけど軽い頭痛がするからこのまま寝るー	0
英語っぽい発音で下痢って言ったら、友達が爆笑した。	0
朝起きて下痢になっていることに気づいた。	0
わざとらしい咳をする上司が嫌だ。	0
英語の翻訳やりすぎて頭痛がするわ。	0
英語で下痢を何ていうか、考えるだけで笑う。	0
頭痛に効く特効薬が必要だわ。	0
リンパがはれて熱が出でてきたよ、やばい病気かも。	0
咳がひどいときはマスクをするのがエチケットだと思う。	0
鼻づまりが解消できるなら、１万円くらいなら余裕で払う、マジで。	1
熱があるみたい。鼻水も止まらない。	1
わざとらしい咳をしているやつ嫌い。	0
科学の力で今の俺のわたしの風邪を誰かに移せる技術が開発されないかなあ。	0
やばい、今日鼻水と頭痛が酷いから風邪かもしれない。	1
高熱で咳が止まらない・・・	0
間違った花粉症対策してた。	1
高熱になると何故か痰が出てくる。	0
鼻風邪で鼻づまり！誰か解消法教えてくれ。	1
やばい、下痢かもしれん	0
花粉症再発で最悪、疲れがどっと来てます。	1
娘か嫁から風邪移されて熱で今日は休んでます。	0
痰が混じるから医者にいってくる。	0
鼻づまりがひどくて原稿読むの無理だな・・・	1
下痢だったの思い出してサッカー休むことにした。	0
犬って鼻づまりとかするのかな？	0
痰を飲むにもコツがいる。	0
携帯アプリのゲーム熱はどの世代にも起きている。	0
鼻風邪をひいて鼻づまりがひどい。普段は犬と戯れることが大好きだが、今日は無理。ごめんよチャック。	1
来春こそ花粉症にかかるまいと毎日ヨーグルトたべてるけど、どうかなぁ？	0
花粉症が年々酷いから、病院へ行って処方してもらってきた。	1
花粉症対策に薬を飲もう。	1
昨日いっぱい薬飲んだのに、今日も鼻水とまんねえええええ	1
部活内でインフルが流行している。	0
風邪で本格的にだるい、眠い	0
まさか花粉症で微熱が出るとは思わなかった。	1
今年は早くも花粉症勃発	1
まさかこの年に花粉症になるなんて	1
強引に鼻水を薬で止まると念じて格闘中。	1
誰か鼻風邪の薬持ってない？	1
風邪で寒気が止まらない。	0
朝起きても頭痛が治って無くてやばい。医師の診断を受けるべきだと思う？	0
周りが引くくらいに鼻づまりがやばい。	1
最近、朝食後にちょっと腹が痛い。下痢かも。	0
花粉症、まさかの突然回復	0
おたふく風邪にかかったときは本当に辛かった。	0
風邪と頭痛で頭がぼーっとする。	0
頭痛なんて苦痛以外の何物でもない。	0
弟が熱出したから看病してあげた！	0
インフルの季節は気をつけねば	0
鼻風邪の薬のオススメない？	1
鼻水止まらなくてやばい	1
なんか鼻水が止まらない。薬を飲まないとやばいかも。	1
咳に加えて、胸がゼイゼイする。	0
赤ちゃんと戯れてたら鼻水つけられた。	1
頭痛もするしだるいし、早く帰って寝る	0
インフルのせいで引きこもり３日目。外出したい！	0
電車で咳してる人居たんだけど、頑張って抑えるとか、せめて手で口押さえるのがエチケットじゃない？最悪。	0
熱のせいかリンパが腫れている。	0
頭痛以外にも関節が痛いし、熱もあるし、とりあえず色々と苦痛。	0
下痢だしお腹痛いけど仕事に行けるかなあ。	0
お腹痛いし下痢っぽいんだけど、お昼に食べた丼に何か入ってたのかなあ。	0
痰抑える方法ないかな。	0
熱が出て仕事明日も休むかも。	0
風邪だるい。仕事休めるなら休みたい。	0
ひどい痰が出まくり。	0
鼻水がひどすぎて苦しすぎて無理だ	1
痰がヤバい、抑える薬が必要だ	0
最近お腹が痛くて下痢が続いてる。	0
鼻水が止まる薬ないの・・・？	1
まだ熱。もちろん、今日も休む！	0
花粉症で微熱？まじか？	1
俺の頭痛の苦痛を宇宙人に翻訳して伝えてやりたい。	0
ネパールに旅行に行ったとき下痢したよ	0
兄貴がインフルで昨日部活を休んだんだけど	0
痰を抑える食べ物って何？教えてくれー！	0
朝から頭痛もするし体だるいしまだ寝てた方がよかったかも。	0
熱はないから問題ないよ。	0
微熱が続いてたけど、原因がまさか花粉症だとは思ってなかったよ。	1
きつい頭痛によく効く薬が必要だ	0
軽い頭痛にイライラするわ	0
また今年も鳥インフルエンザの季節がやってきたなぁ。	0
鼻水が止まるとき休みが終わる	1
デング熱が今になって流行ってるってニュースで見た。	0
下痢って英語でなんて言うんだろう	0
患者は総じて花粉症も併発しているようだ。	0
鼻づまりから解消されてきて徐々に嗅覚が戻ってきた。すっごく嬉しい。	1
この鼻水を拭くシーンにいつみても吹く	0
痰が出てるから熱計ってみたら、高熱だった。	0
からだだるい。本格的に風邪だ。ぼっーとするからあまりツイートできなくてごめんね。	0
インフルエンザにかからないために自分を管理をしっかりするべし。	0
娘が熱をだしたと聞いて急いで帰ってきた。	0
花粉症に効果あるコスパいい薬ありませんか？	1
熱で仕事休むわけにいかないから解熱剤飲む。	0
風邪対策は完璧だと思ってたのに、眠いからって炬燵でうたた寝してから調子が微妙だ。	0
熱があって出かけられなかったから、ずっとテレビ見てた。	0
テレビではその俳優のスキャンダルの報道が熱を帯びている。	0
花粉症の薬を処方してもらった！！	1
熱が出たので娘の幼稚園を休ませる。	0
最悪だ、明日出かけるのにここに来て風邪か？	0
今年は花粉症患者が少ないらしい。	0
風邪は病気ではないんだってね。	0
すごくだるくて頭がぼーっとするのだけれど、風邪だろうか？	0
朝からずっと頭痛、だるい。	0
お腹を壊したが食べるの大好きな私はまだ今日の弁当への愛と熱は冷める事を知らない。	0
花粉症ひどすぎて、目が痛むよ。	1
風邪のせいで頭痛と寒気でぼーっとなって、最悪だ	0
サッカーの試合中に、下痢で漏らした相手がいたな・・・。いまでも笑えない・・・	0
風邪にならない薬が開発されないかなあ。	0
一番効果がある花粉症対策教えて！	1
わざとらしい咳ってイライラする。	0
インフルエンザが流行る季節になった。	0
鼻づまりがなくなってほんと嬉しい	0
最近、体調が今一だとは思ってたんだが、寒気するわだるいわ頭痛いわでこりゃ本格的に風邪だな。	0
鼻づまり解消情報、ブログにないかな	1
いつの間にかインフルエンザの季節になったわ。	0
ヘルメットをずっと装着していたら頭痛がしてきた。	0
朝起きたら咳で腹筋痛いんですけど、これなに。	0
娘は昨日から鼻水が出ていたし、朝は熱も微妙だったので、今日の幼稚園は休ませよう。	1
秋にも花粉症の治療が必要だ。	0
この寒気、本格的に風邪だ	0
花粉症は蜂もなるのかな	0
スペイン風邪だったら感染力が強いから大変だ。	0
朝起きると頭痛がするし、体がだるい。そのうち激しい節々の痛みが出てきた。これはもしかしたらインフル？結構やばいかも。	0
頭痛がすると一日苦痛だよ。	0
兄がインフルエンザとか言い出して昨晩から吐いてるんですが	0
やばい。鼻風邪、からの頭痛。薬飲んで学校休んでる。	1
痰がからみやすいからエチケットとしてティッシュを持ち歩いてるんだけど、消費量が最近多い。	0
風邪引いて鼻水止まらん。今日一日のティッシュ使用量まじやばい。	1
鼻づまりがひどいからスピーチは無理だ	1
薬飲んだらあっという間に鼻水引いた！	1
集団で下痢は最悪だわ	0
来春は花粉症が和らぐといいなあ。	0
え、鳥インフルエンザまじ怖い	0
こんなに激しい頭痛は久しぶりでだるい。	0
兄がインフルエンザにかかって無能だと思う。	0
嫁さんが熱をだした。早く帰ろう。	0
起きると下痢がやばいと思って駆け出したよ、、	0
咳をするとき口元を抑えるのはエチケットだよね。	0
だるいと思ったけど、頭痛がしてきた	0
頭痛やばいからまだ寝る	0
薬のんだけど熱が下がらず咳も止まらない。早く治まってくれー	0
下痢がやばくて目が覚めた。	0
本日病院。久し振りだ。そして落ち込んだ花粉症の診断の結果が出ました。	1
一日中涼しい通り越して寒い場所にいたら熱が上がった。	0
最近毎朝下痢気味で仕事行く気なし。	0
今年は早くも花粉症なんだが。どうした俺	1
鳥インフルエンザ怖いわ。	0
インフルエンザの季節か。ワクチン打たねば。	0
最近お腹が痛いことが多くて、下痢にもよくなるようになった。ちょっとやばいかもしれない。	0
科学が発達しても風邪は中々なくならないねぇ。	0
今日花粉少ないとか言ってるやつ花粉症じゃないから	1
今日は風邪で寒気がしてだるいし、眠いし、ぼーっとしてるし、外出するかも微妙だな。	0
やばい、もうちょっとで下痢が洩れる所だった。	0
おたふく流行ってるけどただの風邪だといいなあ。	0
宇宙のことを考え始めたら止まらなくなって頭痛。	0
おたふく風邪まだやってないけど、大丈夫なのかな？	0
おたふく風邪で顔がぱんぱん	0
嬉しい！フォロワーさんの優しさに鼻水噴くわ〜〜	0
インフル感染の危機。	0
インフル感染したら熱が４０度近く出た。	0
去年の冬に下痢できつかったの思い出した。	0
頭痛やばい。ソロソロ帰る。	0
テレビのニュース見た所によると今年の風邪は熱がまず出るらしいので皆も注意してね。	0
咳しすぎて腹筋が痛い。こんなことってある？	0
咳をするときは手で押さえるのがエチケットだろうが。	0
インフルエンザの検査に行ってきたんだけど、今回は風邪だったみたいで一安心だよ。でも念のためワクチンも打っておいた。	0
最近平気だった花粉症が再発して、つらい。こんなに症状がキツイのは久し振り。	1
インフルエンザの検査、行ってこようかな。	0
咳っぽいし頭痛いし、まじ最悪なんだけど。	0
風邪っぽくてだるいから、差し入れちょうだい？	0
熱っぽいし、だるい。完璧風邪だな。	0
スペインの人って陽気だから風邪とかひかなそう！	0
咳がひど過ぎるから疲れるよ。	0
